student_id,course_id,total_login_days,avg_session_time_min,total_study_time_min,last_login_days_ago,device_type
S4803,C3,47,23,1862,20,Mobile
S4804,C19,18,68,4836,28,Mobile
S4805,C15,38,80,2215,7,Mobile
S4806,C3,11,76,1343,3,Desktop
S4807,C10,59,87,5572,8,Mobile
S4808,C14,29,24,248,3,Desktop
S4809,C24,80,82,2003,12,Desktop
S4810,C13,66,73,4484,13,Desktop
S4811,C19,18,84,4453,13,Tablet
S4812,C8,24,49,218,9,Desktop
S4813,C17,85,80,3170,28,Desktop
S4814,C28,11,28,741,53,Desktop
S4815,C6,27,83,1639,45,Desktop
S4816,C5,71,48,1210,3,Desktop
S4817,C16,41,20,1958,3,Mobile
S4818,C11,1,20,3346,46,Mobile
S4819,C3,88,68,1097,30,Tablet
S4820,C21,67,86,5033,37,Mobile
S4821,C8,6,61,3334,58,Mobile
S4822,C12,19,81,1227,8,Desktop
S4823,C27,37,73,339,27,Tablet
S4824,C9,96,27,2215,41,Tablet
S4825,C8,95,18,3988,4,Desktop
S4826,C26,35,44,4278,43,Mobile
S4827,C6,63,90,2848,36,Desktop
S4828,C11,12,17,450,19,Mobile
S4829,C23,67,33,4722,5,Tablet
S4830,C27,52,11,5022,10,Tablet
S4831,C30,24,70,705,4,Desktop
S4832,C6,70,19,924,17,Mobile
S4833,C17,56,19,2545,12,Desktop
S4834,C17,80,68,5757,16,Tablet
S4835,C18,20,11,1642,26,Mobile
S4836,C26,57,79,1792,35,Desktop
S4837,C28,85,56,2826,32,Desktop
S4838,C23,24,17,499,21,Tablet
S4839,C4,95,38,5279,13,Mobile
S4840,C11,28,77,1608,28,Mobile
S4841,C22,48,86,1853,46,Tablet
S4842,C28,62,40,5619,25,Desktop
S4843,C28,64,29,5432,17,Tablet
S4844,C8,53,73,5336,10,Tablet
S4845,C13,9,51,3829,39,Mobile
S4846,C3,12,43,2021,39,Tablet
S4847,C4,65,63,5220,57,Mobile
S4848,C24,79,38,2704,44,Tablet
S4849,C5,98,20,1633,48,Desktop
S4850,C9,22,74,4104,50,Tablet
S4851,C3,90,83,5833,9,Desktop
S4852,C14,26,56,5001,5,Tablet
S4853,C27,58,52,2578,57,Tablet
S4854,C20,97,67,4125,45,Desktop
S4855,C7,41,64,5806,13,Tablet
S4856,C5,52,86,3168,29,Desktop
S4857,C20,21,64,1854,49,Desktop
S4858,C18,58,57,3024,17,Desktop
S4859,C16,52,86,1011,16,Desktop
S4860,C29,20,50,1853,13,Desktop
S4861,C5,78,82,3490,35,Mobile
S4862,C23,53,36,5270,36,Mobile
S4863,C21,33,32,1785,28,Tablet
S4864,C7,31,63,3346,31,Desktop
S4865,C8,25,79,258,24,Desktop
S4866,C10,78,29,2380,43,Mobile
S4867,C26,69,22,5003,53,Desktop
S4868,C29,37,43,4062,10,Desktop
S4869,C28,87,47,1101,55,Tablet
S4870,C11,93,32,4602,5,Mobile
S4871,C8,84,66,630,7,Tablet
S4872,C28,85,49,740,24,Desktop
S4873,C26,81,45,3010,23,Desktop
S4874,C27,50,35,5966,7,Desktop
S4875,C23,34,24,4809,56,Mobile
S4876,C27,12,23,4062,47,Desktop
S4877,C7,7,79,4840,37,Desktop
S4878,C9,7,77,1892,1,Tablet
S4879,C14,95,87,5339,32,Desktop
S4880,C13,53,40,2014,38,Mobile
S4881,C7,62,23,1606,46,Tablet
S4882,C20,99,53,4239,27,Desktop
S4883,C25,28,54,2266,19,Desktop
S4884,C26,44,45,5681,39,Desktop
S4885,C23,21,89,3244,34,Tablet
S4886,C30,27,50,3886,60,Mobile
S4887,C26,6,14,5476,3,Mobile
S4888,C20,63,29,3743,3,Desktop
S4889,C9,47,62,975,41,Desktop
S4890,C17,26,19,4374,15,Mobile
S4891,C12,87,53,718,36,Mobile
S4892,C23,87,36,2666,26,Desktop
S4893,C20,7,64,4455,54,Tablet
S4894,C29,1,47,5398,22,Tablet
S4895,C2,50,48,1846,49,Mobile
S4896,C16,70,13,3664,10,Mobile
S4897,C1,99,15,1702,41,Desktop
S4898,C26,96,33,4131,24,Tablet
S4899,C30,44,43,1213,40,Mobile
S4900,C3,47,29,1110,20,Desktop
S4901,C15,95,87,2842,42,Tablet
S4902,C28,67,75,5261,8,Mobile
S4903,C6,5,71,1852,10,Desktop
S4904,C10,16,75,1352,58,Mobile
S4905,C26,86,37,4209,54,Tablet
S4906,C16,61,18,1936,58,Tablet
S4907,C4,70,34,5801,18,Desktop
S4908,C10,48,56,5761,2,Tablet
S4909,C14,48,56,929,34,Tablet
S4910,C24,11,31,306,55,Mobile
S4911,C26,44,27,1712,15,Desktop
S4912,C26,99,27,2103,25,Mobile
S4913,C2,20,15,780,4,Desktop
S4914,C4,79,77,2709,46,Mobile
S4915,C22,21,54,5714,2,Desktop
S4916,C6,100,78,1413,5,Tablet
S4917,C10,7,48,3194,12,Tablet
S4918,C21,52,81,4598,49,Desktop
S4919,C10,60,79,3628,13,Tablet
S4920,C22,65,41,1869,16,Tablet
S4921,C29,3,84,1005,1,Desktop
S4922,C20,17,32,3980,18,Desktop
S4923,C8,12,29,3494,42,Tablet
S4924,C2,79,88,1468,26,Mobile
S4925,C30,45,48,1250,55,Tablet
S4926,C7,46,80,3394,15,Desktop
S4927,C27,46,78,2062,32,Mobile
S4928,C25,73,38,3711,2,Desktop
S4929,C20,68,78,1877,10,Desktop
S4930,C9,12,48,2813,8,Tablet
S4931,C7,23,11,4660,0,Desktop
S4932,C22,28,83,4879,29,Desktop
S4933,C23,2,14,3304,42,Desktop
S4934,C29,14,42,2032,45,Tablet
S4935,C12,80,41,2930,34,Desktop
S4936,C26,4,13,2956,49,Mobile
S4937,C28,100,17,5968,10,Desktop
S4938,C13,94,62,5760,12,Tablet
S4939,C7,4,86,5530,21,Desktop
S4940,C6,49,68,5872,7,Tablet
S4941,C1,93,20,3663,29,Tablet
S4942,C2,48,58,3013,32,Tablet
S4943,C23,23,74,3686,56,Desktop
S4944,C19,22,58,2521,37,Desktop
S4945,C29,92,21,3071,56,Tablet
S4946,C25,22,78,951,41,Mobile
S4947,C26,52,50,5814,32,Desktop
S4948,C9,93,74,4007,39,Desktop
S4949,C17,23,42,4354,55,Tablet
S4950,C8,52,26,4316,9,Desktop
S4951,C9,31,28,2819,0,Desktop
S4952,C27,19,13,815,41,Desktop
S4953,C23,57,58,3390,2,Tablet
S4954,C2,17,27,629,57,Mobile
S4955,C7,53,17,3942,19,Desktop
S4956,C29,68,13,547,34,Tablet
S4957,C28,11,30,2066,60,Tablet
S4958,C9,60,82,5699,43,Desktop
S4959,C8,49,63,2370,47,Mobile
S4960,C1,50,34,5582,57,Desktop
S4961,C29,97,56,1652,43,Tablet
S4962,C12,74,35,4343,4,Desktop
S4963,C11,74,11,549,60,Tablet
S4964,C30,47,32,1940,34,Desktop
S4965,C19,41,15,3506,50,Tablet
S4966,C4,40,62,3839,43,Tablet
S4967,C10,29,23,5329,43,Tablet
S4968,C7,53,82,5755,51,Mobile
S4969,C15,60,32,3550,12,Tablet
S4970,C13,62,14,2543,40,Tablet
S4971,C2,76,40,4423,59,Tablet
S4972,C7,10,40,3939,38,Mobile
S4973,C6,64,67,4810,47,Desktop
S4974,C3,99,14,1325,59,Desktop
S4975,C27,32,65,1856,19,Tablet
S4976,C7,59,43,5929,2,Desktop
S4977,C13,12,29,3478,30,Mobile
S4978,C1,19,82,1740,2,Mobile
S4979,C18,23,59,4774,8,Desktop
S4980,C7,52,54,757,28,Desktop
S4981,C24,4,64,4606,34,Desktop
S4982,C24,51,46,2514,35,Mobile
S4983,C24,10,29,4033,8,Mobile
S4984,C20,90,57,4140,25,Desktop
S4985,C14,64,87,3986,20,Desktop
S4986,C18,48,44,4856,7,Desktop
S4987,C24,9,30,4017,10,Mobile
S4988,C3,74,23,4577,0,Mobile
S4989,C25,93,65,4135,23,Tablet
S4990,C29,75,43,2025,57,Tablet
S4991,C28,84,86,572,2,Desktop
S4992,C28,32,15,777,1,Mobile
S4993,C6,29,81,3974,54,Mobile
S4994,C12,87,15,2870,24,Tablet
S4995,C13,59,12,3663,48,Mobile
S4996,C12,79,42,1468,59,Tablet
S4997,C13,41,32,5383,6,Tablet
S4998,C24,33,66,5759,12,Tablet
S4999,C3,25,40,947,59,Desktop
S5000,C14,77,37,3665,15,Tablet
S5001,C21,17,39,1506,17,Desktop
S5002,C8,69,55,1397,5,Mobile
S5003,C2,87,36,967,56,Desktop
S5004,C26,8,16,2602,47,Desktop
S5005,C2,99,22,3158,44,Desktop
S5006,C19,40,26,2836,5,Desktop
S5007,C29,41,26,4384,55,Mobile
S5008,C17,51,73,1353,51,Mobile
S5009,C3,76,62,1471,4,Mobile
S5010,C6,58,27,394,38,Desktop
S5011,C25,6,24,1876,27,Desktop
S5012,C6,56,89,1320,41,Desktop
S5013,C7,64,54,4671,17,Mobile
S5014,C2,49,10,2681,21,Tablet
S5015,C13,99,58,4257,28,Tablet
S5016,C18,45,27,1445,17,Tablet
S5017,C23,66,29,559,57,Mobile
S5018,C11,53,52,1186,4,Tablet
S5019,C13,99,15,1352,48,Tablet
S5020,C11,64,84,2807,17,Mobile
S5021,C23,44,49,3731,25,Tablet
S5022,C1,23,72,2561,15,Desktop
S5023,C17,65,87,3526,15,Tablet
S5024,C8,75,41,1987,7,Mobile
S5025,C7,23,82,2667,26,Tablet
S5026,C10,64,62,4671,41,Desktop
S5027,C3,24,78,5195,31,Tablet
S5028,C8,45,82,2769,42,Mobile
S5029,C23,48,70,2310,46,Desktop
S5030,C8,81,44,586,54,Desktop
S5031,C23,47,20,5302,56,Tablet
S5032,C30,91,45,1313,21,Tablet
S5033,C21,91,26,4923,12,Tablet
S5034,C4,82,66,4094,26,Mobile
S5035,C8,15,68,2917,16,Tablet
S5036,C18,22,39,1701,57,Desktop
S5037,C19,7,34,4015,1,Tablet
S5038,C19,85,31,5259,6,Tablet
S5039,C27,46,29,2832,5,Desktop
S5040,C3,9,41,5930,40,Tablet
S5041,C16,49,47,5004,30,Desktop
S5042,C7,42,64,5529,58,Desktop
S5043,C26,29,78,4317,3,Tablet
S5044,C28,8,57,943,8,Desktop
S5045,C25,1,70,3527,57,Mobile
S5046,C11,52,81,3779,53,Tablet
S5047,C30,12,18,1923,52,Desktop
S5048,C19,35,26,5690,0,Tablet
S5049,C16,3,84,2237,49,Tablet
S5050,C4,85,17,1916,18,Desktop
S5051,C25,73,26,1975,51,Mobile
S5052,C17,56,38,4012,16,Tablet
S5053,C22,15,60,1325,40,Tablet
S5054,C2,34,90,1990,23,Tablet
S5055,C18,47,11,1022,22,Desktop
S5056,C26,58,23,319,58,Mobile
S5057,C9,90,46,4780,38,Tablet
S5058,C13,52,18,3426,12,Desktop
S5059,C9,37,63,5180,24,Tablet
S5060,C21,86,36,2111,53,Tablet
S5061,C28,91,82,703,10,Tablet
S5062,C30,81,60,4524,28,Desktop
S5063,C8,22,39,2222,45,Desktop
S5064,C15,35,75,3776,28,Tablet
S5065,C3,62,82,4059,23,Tablet
S5066,C28,74,21,2488,5,Desktop
S5067,C13,64,39,5247,8,Desktop
S5068,C11,34,40,390,35,Tablet
S5069,C1,60,68,3796,48,Desktop
S5070,C24,94,89,5160,1,Desktop
S5071,C30,82,34,2728,41,Tablet
S5072,C17,95,22,3725,21,Mobile
S5073,C26,73,56,2144,12,Tablet
S5074,C8,10,60,3943,59,Mobile
S5075,C3,38,54,4648,25,Tablet
S5076,C11,62,19,256,53,Desktop
S5077,C5,86,27,3864,28,Tablet
S5078,C9,25,20,5141,32,Tablet
S5079,C29,10,53,4333,5,Desktop
S5080,C15,34,68,5286,18,Mobile
S5081,C27,17,35,5060,2,Mobile
S5082,C15,100,50,5009,35,Mobile
S5083,C18,88,64,916,41,Mobile
S5084,C17,55,57,3665,11,Tablet
S5085,C6,55,84,3372,33,Tablet
S5086,C6,32,46,4307,43,Tablet
S5087,C23,75,65,3217,14,Mobile
S5088,C2,14,69,360,39,Tablet
S5089,C1,98,28,5085,49,Tablet
S5090,C17,10,86,933,59,Desktop
S5091,C10,25,28,3850,6,Desktop
S5092,C2,43,60,4532,57,Tablet
S5093,C26,62,59,2414,32,Desktop
S5094,C15,46,23,5912,18,Desktop
S5095,C22,59,30,1758,42,Mobile
S5096,C22,5,89,4494,25,Desktop
S5097,C30,56,53,4640,2,Desktop
S5098,C3,19,70,4405,57,Desktop
S5099,C23,23,23,594,13,Mobile
S5100,C30,9,85,1324,20,Mobile
S5101,C17,58,85,4764,30,Mobile
S5102,C16,53,42,1509,31,Desktop
S5103,C4,53,38,234,49,Mobile
S5104,C24,24,66,3919,29,Mobile
S5105,C29,34,74,3566,32,Desktop
S5106,C21,15,79,5654,31,Mobile
S5107,C15,10,21,3573,8,Mobile
S5108,C22,84,52,3566,47,Mobile
S5109,C2,90,83,4912,48,Tablet
S5110,C17,47,78,4559,54,Tablet
S5111,C10,96,48,5389,6,Mobile
S5112,C5,22,25,3882,4,Desktop
S5113,C25,56,72,5953,31,Mobile
S5114,C18,55,15,4332,55,Desktop
S5115,C30,99,40,792,32,Tablet
S5116,C23,46,43,3890,39,Tablet
S5117,C22,91,60,321,48,Desktop
S5118,C8,33,36,4778,47,Desktop
S5119,C22,83,30,4445,7,Desktop
S5120,C29,60,71,4892,21,Desktop
S5121,C28,12,62,5604,17,Desktop
S5122,C26,73,13,1596,14,Desktop
S5123,C14,40,81,2144,27,Tablet
S5124,C28,2,67,5718,28,Mobile
S5125,C29,89,34,576,47,Mobile
S5126,C16,11,89,3778,10,Desktop
S5127,C12,44,22,241,2,Mobile
S5128,C13,59,61,1791,21,Desktop
S5129,C28,63,65,470,34,Mobile
S5130,C2,61,45,570,28,Mobile
S5131,C6,87,55,3410,32,Mobile
S5132,C26,83,54,1875,52,Desktop
S5133,C21,58,29,2228,23,Tablet
S5134,C1,20,76,1837,34,Desktop
S5135,C29,5,51,5416,2,Tablet
S5136,C26,96,30,408,9,Tablet
S5137,C27,17,67,1036,30,Desktop
S5138,C4,48,55,437,41,Tablet
S5139,C5,82,63,529,57,Mobile
S5140,C2,92,42,3921,33,Mobile
S5141,C3,74,40,4616,35,Tablet
S5142,C12,2,30,4738,14,Mobile
S5143,C8,24,27,4870,39,Tablet
S5144,C4,80,42,3207,31,Desktop
S5145,C15,87,33,404,0,Desktop
S5146,C10,38,52,709,59,Mobile
S5147,C11,91,50,5559,0,Mobile
S5148,C19,16,66,4977,28,Mobile
S5149,C5,4,17,277,36,Desktop
S5150,C6,2,35,2751,24,Tablet
S5151,C20,98,12,273,54,Tablet
S5152,C22,47,18,3995,15,Tablet
S5153,C1,23,55,1120,5,Desktop
S5154,C25,20,25,2554,53,Desktop
S5155,C22,22,46,5561,20,Desktop
S5156,C20,32,59,2057,40,Tablet
S5157,C5,76,56,1390,44,Mobile
S5158,C14,39,17,2159,16,Desktop
S5159,C10,33,68,254,19,Mobile
S5160,C30,27,87,1258,29,Tablet
S5161,C9,86,20,5158,39,Desktop
S5162,C12,84,48,2802,5,Tablet
S5163,C12,45,30,5697,41,Desktop
S5164,C2,19,19,1767,8,Tablet
S5165,C11,25,18,5442,11,Desktop
S5166,C2,8,79,4742,23,Desktop
S5167,C27,22,67,2324,13,Desktop
S5168,C9,68,74,1664,27,Tablet
S5169,C3,32,10,377,0,Desktop
S5170,C6,84,61,2803,41,Desktop
S5171,C9,82,16,5637,1,Tablet
S5172,C15,50,12,1457,11,Desktop
S5173,C22,91,76,4121,47,Mobile
S5174,C25,35,48,1701,29,Desktop
S5175,C2,15,45,2203,33,Desktop
S5176,C29,22,36,2625,15,Desktop
S5177,C23,32,66,3049,1,Mobile
S5178,C8,59,22,2382,6,Mobile
S5179,C9,15,50,5902,25,Mobile
S5180,C8,43,55,2854,21,Tablet
S5181,C9,93,90,3899,21,Desktop
S5182,C30,49,24,1097,34,Desktop
S5183,C18,23,87,4096,6,Tablet
S5184,C9,98,62,4325,8,Mobile
S5185,C3,74,22,971,54,Tablet
S5186,C19,80,44,2281,52,Desktop
S5187,C12,83,11,2938,39,Mobile
S5188,C23,11,88,3762,10,Tablet
S5189,C14,29,69,3769,9,Tablet
S5190,C6,32,46,296,29,Tablet
S5191,C23,69,40,2338,12,Tablet
S5192,C13,43,26,1633,46,Tablet
S5193,C26,77,63,1958,6,Desktop
S5194,C3,92,86,1050,2,Desktop
S5195,C15,77,40,2612,24,Mobile
S5196,C2,16,18,4002,2,Mobile
S5197,C29,60,52,4828,26,Desktop
S5198,C2,65,68,4818,13,Mobile
S5199,C8,18,43,2594,43,Desktop
S5200,C22,12,62,2594,33,Tablet
S5201,C2,97,33,3859,53,Tablet
S5202,C14,59,72,659,14,Mobile
S5203,C28,25,75,2083,59,Mobile
S5204,C6,27,71,3104,58,Mobile
S5205,C16,13,47,2839,7,Mobile
S5206,C9,24,40,1460,48,Desktop
S5207,C9,19,48,802,46,Mobile
S5208,C5,1,21,1689,43,Mobile
S5209,C22,42,12,5246,29,Desktop
S5210,C22,75,33,1235,4,Tablet
S5211,C5,27,77,1978,14,Mobile
S5212,C13,81,44,1306,57,Desktop
S5213,C23,98,38,4685,31,Mobile
S5214,C29,87,39,4097,48,Mobile
S5215,C6,63,72,1950,2,Mobile
S5216,C2,21,10,5550,2,Desktop
S5217,C10,53,52,2403,57,Desktop
S5218,C11,44,32,2806,6,Mobile
S5219,C27,10,67,589,17,Desktop
S5220,C10,28,27,5621,26,Tablet
S5221,C25,16,78,3629,50,Desktop
S5222,C26,72,61,4029,55,Tablet
S5223,C26,68,35,3124,47,Desktop
S5224,C10,86,85,3687,58,Tablet
S5225,C10,46,34,5284,0,Mobile
S5226,C7,52,58,1972,50,Mobile
S5227,C10,91,10,4706,4,Mobile
S5228,C11,64,18,698,23,Tablet
S5229,C27,12,83,560,53,Tablet
S5230,C28,39,20,2562,7,Mobile
S5231,C28,97,56,274,36,Desktop
S5232,C15,33,33,826,2,Desktop
S5233,C27,92,78,3996,58,Desktop
S5234,C14,28,70,5207,58,Desktop
S5235,C14,30,30,5915,34,Tablet
S5236,C12,38,38,635,51,Mobile
S5237,C25,95,48,2989,39,Desktop
S5238,C26,30,35,3936,17,Tablet
S5239,C25,16,44,5848,6,Desktop
S5240,C8,22,38,4563,39,Tablet
S5241,C12,29,24,3865,6,Tablet
S5242,C10,40,24,3789,15,Mobile
S5243,C21,96,75,3778,56,Mobile
S5244,C5,97,44,297,24,Desktop
S5245,C9,22,40,1901,33,Mobile
S5246,C16,31,13,5300,53,Tablet
S5247,C22,35,19,4640,1,Desktop
S5248,C13,2,19,1537,34,Tablet
S5249,C24,36,58,3091,18,Desktop
S5250,C4,78,72,3254,30,Mobile
S5251,C16,10,42,5504,53,Desktop
S5252,C1,38,37,4430,9,Desktop
S5253,C3,98,88,5624,5,Mobile
S5254,C23,6,90,5419,52,Mobile
S5255,C2,18,85,2765,5,Tablet
S5256,C8,64,61,834,11,Tablet
S5257,C29,91,25,1533,22,Desktop
S5258,C11,23,20,5180,14,Desktop
S5259,C29,72,73,4450,39,Tablet
S5260,C30,8,87,413,41,Tablet
S5261,C12,23,49,1043,57,Desktop
S5262,C2,23,34,1865,42,Tablet
S5263,C12,97,27,5062,26,Tablet
S5264,C26,18,56,5684,48,Mobile
S5265,C13,50,54,5498,29,Desktop
S5266,C7,67,73,1263,20,Desktop
S5267,C28,98,19,3124,17,Mobile
S5268,C10,23,63,4017,52,Mobile
S5269,C6,43,37,464,23,Mobile
S5270,C20,50,20,4149,36,Desktop
S5271,C22,32,29,1774,39,Desktop
S5272,C20,81,79,4091,14,Mobile
S5273,C24,61,76,3288,50,Mobile
S5274,C22,17,30,2639,18,Tablet
S5275,C12,75,42,3679,14,Desktop
S5276,C11,25,23,4351,44,Desktop
S5277,C24,25,82,5280,54,Tablet
S5278,C26,66,35,1914,9,Desktop
S5279,C1,94,36,278,36,Desktop
S5280,C24,29,20,1127,45,Desktop
S5281,C7,12,57,2813,19,Mobile
S5282,C30,83,37,3264,24,Desktop
S5283,C27,7,20,3450,6,Desktop
S5284,C24,97,40,225,53,Mobile
S5285,C18,24,49,3743,48,Desktop
S5286,C25,20,51,2063,42,Desktop
S5287,C3,17,35,1696,54,Mobile
S5288,C22,21,86,1274,16,Mobile
S5289,C11,17,44,473,51,Mobile
S5290,C29,64,52,4300,49,Desktop
S5291,C18,94,48,3272,43,Tablet
S5292,C1,55,26,5952,24,Mobile
S5293,C9,22,87,2589,59,Mobile
S5294,C11,41,42,2792,34,Desktop
S5295,C23,28,89,5403,12,Tablet
S5296,C23,93,37,3637,33,Tablet
S5297,C22,27,86,5921,44,Desktop
S5298,C13,45,50,3477,7,Desktop
S5299,C18,54,78,2373,34,Mobile
S5300,C18,20,64,366,18,Desktop
S5301,C9,48,35,2107,44,Tablet
S5302,C7,86,43,5744,26,Tablet
S5303,C14,93,47,5064,19,Desktop
S5304,C15,64,54,2351,47,Mobile
S5305,C23,15,83,5036,1,Tablet
S5306,C9,13,42,4310,35,Tablet
S5307,C11,30,39,2985,29,Desktop
S5308,C12,46,67,1747,33,Desktop
S5309,C8,33,38,1551,31,Tablet
S5310,C26,7,83,1707,25,Mobile
S5311,C25,72,48,368,32,Desktop
S5312,C20,97,78,679,47,Mobile
S5313,C8,95,35,1351,13,Tablet
S5314,C20,69,31,1283,30,Desktop
S5315,C15,89,64,5968,36,Desktop
S5316,C5,92,31,1327,12,Tablet
S5317,C15,43,46,4830,41,Mobile
S5318,C17,58,68,4262,4,Tablet
S5319,C29,76,88,339,32,Mobile
S5320,C15,30,12,4584,22,Tablet
S5321,C3,91,10,4668,52,Tablet
S5322,C16,89,66,4175,11,Desktop
S5323,C27,91,11,693,59,Tablet
S5324,C30,65,70,1511,53,Tablet
S5325,C7,91,32,4120,28,Desktop
S5326,C12,52,81,694,22,Desktop
S5327,C22,69,34,4128,35,Desktop
S5328,C2,66,73,4999,33,Tablet
S5329,C30,11,21,3053,33,Tablet
S5330,C26,100,21,5727,60,Mobile
S5331,C19,97,83,3416,38,Tablet
S5332,C8,46,71,1903,54,Mobile
S5333,C4,43,81,1506,21,Desktop
S5334,C29,93,85,2097,30,Mobile
S5335,C14,92,43,633,39,Tablet
S5336,C12,47,71,362,19,Mobile
S5337,C30,63,19,2470,11,Desktop
S5338,C27,15,78,3855,20,Desktop
S5339,C8,29,77,1453,43,Mobile
S5340,C22,13,52,795,28,Mobile
S5341,C21,65,32,2899,47,Tablet
S5342,C11,19,61,3985,46,Tablet
S5343,C23,72,26,3079,52,Tablet
S5344,C21,73,26,2818,50,Mobile
S5345,C2,32,62,2614,44,Desktop
S5346,C25,12,57,2268,5,Tablet
S5347,C14,16,54,632,21,Mobile
S5348,C22,47,82,2791,60,Desktop
S5349,C9,14,39,2272,20,Desktop
S5350,C15,90,51,4199,27,Mobile
S5351,C26,59,86,4403,37,Mobile
S5352,C15,83,77,3751,4,Tablet
S5353,C24,50,36,3436,13,Desktop
S5354,C5,12,22,3543,23,Mobile
S5355,C20,58,30,4888,37,Tablet
S5356,C2,2,59,4025,40,Tablet
S5357,C8,33,45,5503,16,Desktop
S5358,C10,46,43,5835,31,Tablet
S5359,C4,55,85,2399,37,Desktop
S5360,C11,100,16,1291,45,Tablet
S5361,C6,10,54,3757,60,Mobile
S5362,C10,62,84,3936,15,Desktop
S5363,C15,56,57,4925,13,Mobile
S5364,C12,85,73,222,25,Tablet
S5365,C2,93,15,3749,45,Mobile
S5366,C14,78,21,1465,49,Desktop
S5367,C19,77,31,3962,10,Tablet
S5368,C14,78,81,2749,28,Desktop
S5369,C16,10,38,5042,47,Tablet
S5370,C14,100,84,2711,29,Desktop
S5371,C25,55,39,3065,18,Desktop
S5372,C4,33,85,3743,56,Tablet
S5373,C16,50,21,5220,53,Tablet
S5374,C26,22,31,1186,48,Mobile
S5375,C22,71,85,3405,35,Mobile
S5376,C6,87,61,4320,16,Tablet
S5377,C7,86,49,5621,39,Desktop
S5378,C30,81,71,3224,5,Desktop
S5379,C25,15,90,3035,57,Desktop
S5380,C16,89,38,4922,42,Tablet
S5381,C18,48,77,4875,13,Mobile
S5382,C11,90,79,5055,11,Tablet
S5383,C1,36,46,4661,21,Desktop
S5384,C21,38,71,5049,47,Mobile
S5385,C21,17,52,1954,28,Tablet
S5386,C18,28,33,420,53,Tablet
S5387,C14,87,89,4650,29,Desktop
S5388,C3,81,29,5885,54,Tablet
S5389,C1,38,82,5503,37,Desktop
S5390,C17,97,86,2471,54,Mobile
S5391,C24,2,48,3058,33,Mobile
S5392,C4,93,71,1806,27,Mobile
S5393,C20,76,75,2013,31,Mobile
S5394,C24,67,80,3848,16,Mobile
S5395,C22,96,51,4613,48,Tablet
S5396,C18,69,42,1435,30,Desktop
S5397,C24,92,34,3619,5,Mobile
S5398,C26,2,36,2220,15,Desktop
S5399,C25,81,86,1635,5,Tablet
S5400,C3,71,88,1212,50,Mobile
S5401,C4,79,21,4127,1,Mobile
S5402,C16,60,52,5745,5,Mobile
S5403,C25,22,17,5289,3,Mobile
S5404,C7,21,41,3289,42,Mobile
S5405,C24,57,56,4741,37,Tablet
S5406,C24,16,58,5331,36,Tablet
S5407,C24,42,12,1034,46,Desktop
S5408,C18,10,56,4597,18,Mobile
S5409,C18,74,52,5692,44,Desktop
S5410,C3,98,44,1211,41,Tablet
S5411,C3,20,89,1439,1,Tablet
S5412,C3,12,54,5488,21,Desktop
S5413,C8,1,85,1874,15,Mobile
S5414,C1,62,55,713,46,Tablet
S5415,C12,25,83,3832,3,Desktop
S5416,C17,38,79,1589,20,Tablet
S5417,C9,25,28,1691,31,Mobile
S5418,C2,62,52,4594,58,Mobile
S5419,C27,49,87,5463,18,Mobile
S5420,C28,99,23,848,21,Desktop
S5421,C7,5,50,4762,11,Desktop
S5422,C20,73,30,2503,7,Mobile
S5423,C19,11,12,1123,7,Desktop
S5424,C7,52,17,779,28,Desktop
S5425,C21,100,10,1607,4,Mobile
S5426,C26,75,53,5606,57,Tablet
S5427,C18,42,52,4527,21,Mobile
S5428,C14,45,29,3267,58,Tablet
S5429,C18,12,21,3131,6,Mobile
S5430,C10,34,25,3608,25,Mobile
S5431,C20,35,37,3848,20,Mobile
S5432,C1,99,66,2699,28,Tablet
S5433,C11,96,23,5609,37,Desktop
S5434,C10,52,50,735,49,Mobile
S5435,C21,53,90,378,21,Desktop
S5436,C5,9,81,3858,57,Tablet
S5437,C30,6,63,4095,7,Desktop
S5438,C8,20,71,575,58,Tablet
S5439,C7,57,66,4028,51,Desktop
S5440,C27,35,80,4551,17,Desktop
S5441,C11,15,63,227,27,Tablet
S5442,C14,25,56,3662,59,Tablet
S5443,C20,13,82,3503,37,Mobile
S5444,C8,35,50,3779,37,Mobile
S5445,C16,29,44,2821,14,Mobile
S5446,C7,20,13,854,7,Tablet
S5447,C13,3,83,2001,45,Desktop
S5448,C3,92,25,5158,59,Mobile
S5449,C17,72,80,1588,43,Tablet
S5450,C8,88,71,459,26,Mobile
S5451,C12,3,27,2868,23,Mobile
S5452,C18,90,43,5960,16,Desktop
S5453,C14,75,11,1875,51,Desktop
S5454,C25,81,69,3909,50,Desktop
S5455,C4,13,75,3421,46,Desktop
S5456,C9,43,53,2502,21,Desktop
S5457,C17,66,86,592,11,Desktop
S5458,C15,85,72,4555,31,Mobile
S5459,C4,11,37,3451,7,Tablet
S5460,C21,66,84,1192,16,Desktop
S5461,C4,5,56,5853,8,Tablet
S5462,C4,62,67,3158,35,Desktop
S5463,C11,95,59,3405,53,Desktop
S5464,C18,23,26,3718,22,Mobile
S5465,C10,91,78,4038,51,Desktop
S5466,C9,5,10,3896,56,Desktop
S5467,C22,36,23,1871,56,Tablet
S5468,C15,10,14,3906,6,Desktop
S5469,C4,2,31,3934,35,Mobile
S5470,C29,12,62,1353,6,Mobile
S5471,C26,90,10,5604,31,Mobile
