student_id,videos_watched,quizzes_attempted,assignments_submitted,forum_posts,progress_percent,notes_downloaded
S4967,120,25,7,6,8,11
S4968,26,27,5,8,10,9
S4969,110,7,13,3,53,16
S4970,33,6,1,13,56,5
S4971,120,19,12,10,45,12
S4972,150,6,3,4,3,0
S4973,29,9,0,19,58,4
S4974,62,14,0,20,32,3
S4975,147,5,1,17,17,6
S4976,44,2,9,10,26,4
S4977,123,0,14,17,24,16
S4978,77,28,13,22,100,8
S4979,34,7,14,13,90,7
S4980,112,19,11,12,40,19
S4981,8,0,11,2,3,11
S4982,49,5,8,4,81,14
S4983,122,38,4,16,79,2
S4984,145,30,12,18,58,20
S4985,103,5,8,2,37,20
S4986,58,27,15,12,36,7
S4987,84,1,3,6,36,5
S4988,66,17,8,0,43,15
S4989,66,12,9,1,79,2
S4990,107,23,3,11,39,5
S4991,98,4,8,2,30,2
S4992,102,30,4,0,97,16
S4993,6,28,8,9,55,4
S4994,122,0,9,12,71,12
S4995,102,40,15,5,87,7
S4996,33,4,0,8,86,3
S4997,51,0,0,18,34,20
S4998,145,38,4,15,44,17
S4999,145,2,4,3,38,12
S5000,144,35,3,2,20,5
S5001,104,33,14,22,3,1
S5002,43,16,15,7,61,12
S5003,23,12,10,8,65,13
S5004,87,22,6,7,94,7
S5005,5,22,7,19,33,10
S5006,38,14,15,0,31,1
S5007,64,19,2,21,20,17
S5008,97,16,3,18,10,10
S5009,133,13,12,4,8,0
S5010,47,37,12,25,23,13
S5011,6,27,9,1,94,10
S5012,103,28,14,9,57,13
S5013,119,33,6,21,50,9
S5014,143,36,11,25,89,20
S5015,110,17,6,0,21,13
S5016,140,38,0,1,87,10
S5017,122,14,10,1,32,12
S5018,36,37,4,11,21,7
S5019,145,2,14,14,63,16
S5020,48,18,0,5,26,16
S5021,115,1,14,3,22,13
S5022,115,4,8,8,34,14
S5023,11,31,15,9,1,5
S5024,85,4,9,25,60,8
S5025,67,0,7,11,10,18
S5026,149,2,6,8,63,14
S5027,121,22,15,0,16,14
S5028,95,40,15,0,25,3
S5029,66,12,4,18,53,6
S5030,13,13,0,6,94,13
S5031,87,5,12,7,12,13
S5032,19,11,14,20,2,12
S5033,38,32,13,23,89,19
S5034,34,33,9,6,6,13
S5035,150,7,6,9,1,16
S5036,129,9,9,16,29,4
S5037,93,21,7,1,79,17
S5038,33,23,2,15,12,15
S5039,106,38,12,25,57,10
S5040,106,30,13,12,43,10
S5041,123,20,12,21,61,1
S5042,73,30,6,12,59,15
S5043,60,8,3,5,88,18
S5044,131,20,1,21,35,9
S5045,35,24,1,15,63,11
S5046,113,32,6,0,80,1
S5047,15,28,7,11,13,3
S5048,112,11,3,12,37,14
S5049,11,4,15,12,82,14
S5050,57,16,4,6,65,0
S5051,15,14,10,7,82,10
S5052,33,19,10,16,21,17
S5053,135,19,1,3,49,13
S5054,72,20,14,18,62,0
S5055,108,37,11,9,83,0
S5056,60,1,9,23,35,6
S5057,146,29,7,5,54,4
S5058,49,18,13,21,20,20
S5059,33,37,15,5,69,4
S5060,3,19,4,18,35,15
S5061,35,22,2,13,16,1
S5062,83,18,12,17,65,10
S5063,13,25,8,8,52,0
S5064,37,20,9,6,13,12
S5065,149,17,2,14,21,10
S5066,146,28,4,0,40,17
S5067,25,35,15,7,54,13
S5068,106,25,10,22,22,2
S5069,134,8,2,22,14,9
S5070,91,10,7,15,78,19
S5071,73,31,11,8,23,13
S5072,94,1,6,25,47,11
S5073,34,10,7,24,73,19
S5074,111,10,12,0,8,10
S5075,86,4,12,20,84,6
S5076,41,33,1,12,64,2
S5077,146,2,7,8,64,0
S5078,6,14,11,4,20,14
S5079,99,14,13,23,49,7
S5080,67,39,13,9,51,15
S5081,19,11,6,14,30,1
S5082,44,15,12,19,43,12
S5083,150,20,10,2,17,7
S5084,142,11,2,13,61,11
S5085,35,34,6,22,44,19
S5086,70,27,6,11,67,14
S5087,145,5,7,11,67,8
S5088,1,29,14,2,80,6
S5089,99,33,13,18,78,0
S5090,95,4,8,13,12,16
S5091,140,22,13,24,61,7
S5092,120,37,9,13,48,15
S5093,30,4,1,16,47,3
S5094,103,5,15,7,27,0
S5095,55,22,5,2,51,10
S5096,150,15,8,16,68,18
S5097,101,13,13,21,100,2
S5098,142,0,11,7,8,6
S5099,5,14,11,20,85,8
S5100,66,30,12,5,47,8
S5101,94,10,13,7,20,20
S5102,31,16,0,12,12,8
S5103,48,17,7,25,61,15
S5104,121,40,0,24,11,1
S5105,69,13,9,17,50,18
S5106,23,33,10,6,7,20
S5107,75,19,5,10,69,6
S5108,21,39,6,18,61,16
S5109,45,12,10,5,1,4
S5110,82,3,7,17,14,16
S5111,39,24,14,23,51,13
S5112,137,37,5,14,45,0
S5113,87,30,3,15,61,5
S5114,93,5,13,24,64,0
S5115,124,25,8,14,59,9
S5116,28,25,12,21,96,16
S5117,55,17,0,7,11,0
S5118,50,9,8,10,14,10
S5119,17,8,13,0,97,7
S5120,47,16,14,14,78,18
S5121,54,31,13,17,71,8
S5122,109,2,7,12,50,1
S5123,46,21,3,20,5,2
S5124,81,37,13,1,98,6
S5125,136,8,12,14,73,2
S5126,5,15,10,4,35,17
S5127,52,40,13,23,35,8
S5128,64,3,0,3,36,3
S5129,63,37,15,23,95,2
S5130,59,19,5,24,51,18
S5131,2,23,14,14,31,8
S5132,51,32,4,19,46,6
S5133,73,11,8,6,89,11
S5134,45,6,14,6,59,4
S5135,38,35,4,3,33,8
S5136,114,0,15,7,18,9
S5137,10,24,0,3,35,0
S5138,58,12,5,0,58,17
S5139,112,5,8,8,72,14
S5140,26,16,12,10,42,0
S5141,36,27,5,25,69,9
S5142,136,40,14,19,87,3
S5143,130,6,0,5,33,3
S5144,66,37,6,4,37,17
S5145,126,13,2,21,76,11
S5146,16,31,1,13,46,1
S5147,75,13,13,19,38,18
S5148,57,9,15,1,86,6
S5149,149,28,11,23,10,18
S5150,17,15,2,22,67,18
S5151,46,26,3,17,59,18
S5152,55,38,1,25,51,7
S5153,90,36,12,10,67,10
S5154,97,8,2,2,27,16
S5155,82,36,2,17,29,10
S5156,124,39,0,20,16,15
S5157,94,29,10,4,37,4
S5158,143,10,14,7,37,15
S5159,32,33,2,15,15,15
S5160,110,6,0,2,53,18
S5161,39,30,7,7,54,5
S5162,121,28,3,20,13,0
S5163,22,11,4,19,13,13
S5164,70,37,10,3,20,19
S5165,65,24,1,5,77,0
S5166,132,39,13,23,17,11
S5167,121,22,3,7,78,7
S5168,114,14,0,15,6,16
S5169,39,5,1,20,61,12
S5170,93,0,4,3,83,7
S5171,42,13,10,19,70,11
S5172,124,12,13,24,26,4
S5173,145,6,7,4,83,0
S5174,64,27,7,16,75,19
S5175,31,4,0,12,65,11
S5176,77,13,3,23,39,1
S5177,52,36,2,6,11,15
S5178,133,7,4,4,24,8
S5179,35,14,11,24,50,19
S5180,79,9,3,22,49,19
S5181,84,24,4,4,32,13
S5182,25,19,6,2,53,8
S5183,31,15,5,25,30,4
S5184,44,27,8,6,40,20
S5185,124,15,9,10,52,4
S5186,76,16,13,14,6,13
S5187,66,3,5,7,55,16
S5188,25,38,5,18,18,17
S5189,7,36,2,3,60,11
S5190,140,26,12,10,19,13
S5191,87,21,8,13,53,20
S5192,39,19,11,21,52,15
S5193,15,35,1,12,32,20
S5194,135,29,1,14,17,12
S5195,77,22,0,25,4,11
S5196,25,11,11,2,11,12
S5197,69,34,9,10,46,1
S5198,60,28,7,5,70,14
S5199,99,35,10,3,80,9
S5200,58,0,2,14,5,15
S5201,143,36,13,11,94,13
S5202,51,0,6,24,33,3
S5203,135,29,2,7,42,9
S5204,11,3,8,20,92,4
S5205,133,0,1,9,69,15
S5206,38,1,6,9,67,7
S5207,126,18,15,19,6,20
S5208,15,40,9,0,11,4
S5209,141,18,12,1,74,1
S5210,145,12,11,22,17,8
S5211,46,39,9,7,77,11
S5212,111,24,2,6,100,19
S5213,59,8,11,8,64,2
S5214,29,16,9,1,22,1
S5215,50,6,15,14,65,6
S5216,143,22,0,11,41,15
S5217,127,2,13,0,26,11
S5218,103,18,6,25,45,7
S5219,65,39,6,0,38,1
S5220,30,8,8,20,58,15
S5221,146,38,12,4,56,13
S5222,88,3,14,3,77,7
S5223,143,21,11,20,52,20
S5224,67,28,14,1,40,9
S5225,118,14,9,0,42,7
S5226,129,24,11,9,81,10
S5227,69,1,4,20,67,8
S5228,129,12,4,2,100,19
S5229,57,1,2,7,31,3
S5230,48,20,3,10,60,8
S5231,81,0,5,12,2,3
S5232,35,16,7,23,31,7
S5233,59,0,9,2,8,0
S5234,62,4,4,8,47,1
S5235,53,31,11,16,19,10
S5236,3,37,12,3,28,8
S5237,110,27,5,4,12,18
S5238,50,33,0,11,60,11
S5239,87,4,13,19,32,9
S5240,107,39,2,6,27,7
S5241,150,1,0,23,21,3
S5242,36,24,11,12,34,13
S5243,115,10,9,21,92,3
S5244,64,19,8,6,20,11
S5245,2,20,10,23,17,19
S5246,138,18,3,8,7,20
S5247,148,8,7,4,26,1
S5248,39,34,3,23,93,13
S5249,137,22,14,25,50,13
S5250,88,9,0,9,24,20
S5251,31,34,8,14,9,12
S5252,38,1,0,3,7,16
S5253,75,27,14,12,37,19
S5254,8,30,14,16,36,0
S5255,64,8,8,5,64,2
S5256,124,36,4,18,56,14
S5257,145,8,4,15,96,2
S5258,35,3,4,23,95,15
S5259,110,40,0,5,40,10
S5260,22,28,11,3,66,4
S5261,21,29,10,16,37,15
S5262,93,19,10,12,79,18
S5263,118,8,1,10,90,16
S5264,48,33,6,0,83,0
S5265,80,29,11,17,8,10
S5266,44,11,0,3,51,18
S5267,123,31,9,3,76,19
S5268,27,23,6,19,21,7
S5269,95,24,8,11,77,6
S5270,114,0,2,1,94,19
S5271,18,8,6,7,24,8
S5272,59,32,2,22,32,6
S5273,123,33,8,16,60,10
S5274,110,29,2,13,9,11
S5275,87,0,2,5,58,11
S5276,103,36,10,19,1,3
S5277,32,23,14,4,54,18
S5278,121,15,1,5,77,19
S5279,143,2,5,16,57,7
S5280,101,19,2,22,35,6
S5281,89,30,15,8,28,0
S5282,4,1,14,10,93,6
S5283,118,21,4,17,85,19
S5284,22,27,1,12,99,9
S5285,64,3,0,22,21,15
S5286,59,28,4,15,28,16
S5287,146,2,10,3,17,3
S5288,12,13,0,22,61,3
S5289,106,28,6,9,73,11
S5290,146,19,6,14,69,19
S5291,2,11,10,22,33,16
S5292,142,36,6,17,17,1
S5293,101,20,2,6,61,10
S5294,96,4,9,16,13,11
S5295,74,31,8,25,58,14
S5296,78,33,3,11,41,6
S5297,68,8,4,18,87,1
S5298,92,14,3,20,62,15
S5299,126,10,11,2,85,3
S5300,80,36,7,23,35,13
S5301,59,13,10,22,14,2
S5302,68,14,14,13,30,11
S5303,93,9,11,12,46,13
S5304,68,36,2,13,38,10
S5305,38,7,7,21,87,2
S5306,83,0,0,10,68,19
S5307,99,10,7,21,97,12
S5308,82,7,14,12,18,15
S5309,36,19,9,15,94,5
S5310,55,34,9,12,4,11
S5311,44,12,4,7,44,18
S5312,31,24,14,20,73,1
S5313,59,39,15,20,92,3
S5314,87,14,1,19,54,7
S5315,104,12,14,21,39,19
S5316,134,19,6,17,0,14
S5317,4,16,4,5,74,19
S5318,3,9,1,16,37,14
S5319,86,7,15,1,62,6
S5320,38,19,13,18,50,13
S5321,30,1,1,23,95,20
S5322,73,40,7,24,79,19
S5323,132,25,5,1,26,1
S5324,147,37,8,18,40,20
S5325,59,24,1,16,51,18
S5326,71,35,2,12,60,20
S5327,11,19,14,3,17,10
S5328,139,33,1,21,35,15
S5329,53,28,15,6,21,20
S5330,95,23,13,4,83,16
S5331,80,35,1,23,24,9
S5332,7,16,12,3,87,16
S5333,41,16,5,0,26,18
S5334,49,13,11,14,58,6
S5335,45,35,3,9,13,2
S5336,131,22,13,19,23,20
S5337,24,4,9,9,42,9
S5338,109,32,10,18,64,9
S5339,95,11,4,21,79,1
S5340,148,27,8,17,70,3
S5341,42,19,1,6,41,16
S5342,116,2,3,19,12,10
S5343,47,19,6,20,25,14
S5344,147,18,12,5,33,14
S5345,137,16,9,13,55,14
S5346,91,33,6,2,29,20
S5347,67,4,11,9,51,11
S5348,109,7,7,6,33,14
S5349,26,16,5,6,27,3
S5350,14,33,0,10,16,20
S5351,20,8,1,10,7,16
S5352,14,35,0,3,16,20
S5353,73,29,4,22,33,6
S5354,52,8,9,10,69,6
S5355,2,9,4,13,79,9
S5356,70,30,13,25,52,7
S5357,78,2,13,11,17,9
S5358,55,18,1,7,47,19
S5359,70,12,3,1,54,16
S5360,123,26,2,12,2,7
S5361,3,3,10,2,66,0
S5362,88,5,2,4,66,16
S5363,85,16,10,8,24,14
S5364,73,10,1,23,9,19
S5365,90,10,12,14,33,19
S5366,106,31,11,11,84,7
S5367,132,0,9,11,96,13
S5368,130,16,5,6,100,15
S5369,123,29,12,20,83,20
S5370,99,19,6,24,36,19
S5371,81,7,7,12,45,14
S5372,132,39,8,2,72,9
S5373,8,6,0,7,97,12
S5374,104,9,10,11,52,2
S5375,119,21,0,8,17,6
S5376,49,38,7,7,14,13
S5377,112,24,1,0,74,10
S5378,120,13,5,6,72,11
S5379,118,27,10,7,100,8
S5380,111,13,3,12,34,18
S5381,0,20,4,3,42,16
S5382,145,7,11,20,46,14
S5383,18,32,6,2,81,7
S5384,69,22,9,14,17,1
S5385,103,40,13,3,65,5
S5386,31,8,3,1,40,12
S5387,33,29,1,8,92,17
S5388,12,39,5,17,94,12
S5389,47,10,9,21,60,6
S5390,144,8,12,6,77,15
S5391,114,16,6,20,28,12
S5392,133,33,7,9,25,16
S5393,36,27,12,5,2,1
S5394,41,15,13,23,41,0
S5395,76,36,14,7,41,13
S5396,52,36,8,17,96,12
S5397,60,20,0,8,39,9
S5398,32,29,10,17,20,5
S5399,96,39,10,21,16,13
S5400,117,9,6,23,50,0
S5401,123,40,8,23,65,6
S5402,139,33,6,3,44,13
S5403,74,25,5,21,75,18
S5404,10,18,6,17,94,6
S5405,146,17,1,19,63,1
S5406,61,17,3,21,92,11
S5407,123,1,3,2,93,20
S5408,70,23,4,5,52,0
S5409,90,20,14,3,98,13
S5410,127,33,15,18,69,4
S5411,83,16,15,17,21,20
S5412,85,23,4,18,67,15
S5413,132,26,3,3,62,12
S5414,48,0,3,17,27,18
S5415,70,13,11,6,29,6
S5416,68,6,7,23,26,19
S5417,88,19,0,22,10,10
S5418,61,1,2,0,53,7
S5419,47,27,0,6,37,10
S5420,65,10,11,24,71,17
S5421,132,1,2,25,0,10
S5422,56,9,11,20,84,1
S5423,108,5,0,4,4,7
S5424,4,21,9,3,57,2
S5425,57,10,10,9,29,15
S5426,45,30,14,3,84,13
S5427,28,6,10,24,3,1
S5428,91,29,5,18,10,14
S5429,62,34,14,6,28,16
S5430,4,25,9,2,55,1
S5431,115,27,9,25,86,0
S5432,63,37,3,0,85,10
S5433,99,16,9,19,37,19
S5434,135,27,10,5,49,5
S5435,80,32,5,3,87,16
S5436,37,21,14,8,14,8
S5437,28,10,13,0,100,3
S5438,116,31,11,22,31,7
S5439,96,29,3,10,41,10
S5440,99,40,2,6,89,1
S5441,13,21,11,23,71,14
S5442,3,4,2,17,47,2
S5443,2,8,5,9,7,6
S5444,66,7,4,13,69,1
S5445,147,18,7,9,42,20
S5446,18,18,9,0,79,5
S5447,99,30,2,7,87,0
S5448,21,8,2,5,59,16
S5449,28,11,10,4,40,2
S5450,146,36,1,13,6,14
S5451,23,11,1,16,56,12
S5452,87,12,13,9,3,7
S5453,101,39,12,23,33,3
S5454,67,12,7,7,94,3
S5455,115,6,13,19,42,6
S5456,86,32,10,11,9,7
S5457,41,19,13,13,57,5
S5458,150,15,7,11,29,9
S5459,141,24,12,17,21,8
S5460,129,29,1,24,93,19
S5461,78,10,2,9,84,8
S5462,111,16,15,6,3,10
S5463,92,33,12,13,93,12
S5464,124,11,13,20,59,4
S5465,139,19,9,21,16,18
S5466,150,12,9,15,54,4
S5467,27,13,12,9,35,20
S5468,39,28,8,13,10,12
S5469,32,19,14,16,85,6
S5470,28,28,6,17,5,20
S5471,98,32,5,12,47,9
S5472,45,9,3,0,19,2
S5473,89,1,6,22,24,4
S5474,98,22,0,15,11,16
S5475,67,32,0,16,19,16
S5476,69,33,3,11,59,16
S5477,128,38,14,5,9,20
S5478,81,21,8,3,57,2
S5479,145,8,8,12,63,7
S5480,117,4,7,17,61,18
S5481,55,34,1,1,76,9
S5482,131,32,10,23,69,0
S5483,106,22,8,21,100,5
S5484,142,29,2,7,71,12
S5485,67,6,14,4,93,6
S5486,65,12,7,8,44,2
S5487,104,9,7,13,4,0
S5488,74,33,5,12,19,16
S5489,144,24,2,21,63,14
S5490,60,21,5,10,92,10
S5491,20,19,2,15,31,8
S5492,7,1,15,18,87,8
S5493,13,34,7,18,16,3
S5494,61,1,0,15,83,0
S5495,108,21,15,0,60,3
S5496,59,11,6,7,25,14
S5497,124,7,11,24,87,7
S5498,53,12,1,9,84,4
S5499,9,2,6,6,80,15
S5500,150,37,11,7,35,5
S5501,18,24,8,14,43,15
S5502,97,36,0,10,29,7
S5503,43,15,8,16,44,18
S5504,32,28,13,22,53,8
S5505,104,24,5,2,14,2
S5506,119,4,0,0,72,17
S5507,137,36,14,15,85,2
S5508,118,5,12,15,85,2
S5509,125,37,0,8,82,4
S5510,37,23,15,8,62,13
S5511,132,1,9,8,70,4
S5512,47,10,11,15,78,17
S5513,70,14,6,1,78,19
S5514,87,13,15,18,62,5
S5515,99,38,7,13,49,15
S5516,22,7,13,10,42,3
S5517,125,25,11,14,49,5
S5518,122,18,0,18,32,9
S5519,77,37,9,19,96,17
S5520,126,23,8,12,22,12
S5521,115,9,2,20,90,1
S5522,70,1,15,22,78,19
S5523,37,40,7,24,82,17
S5524,67,33,2,0,99,14
S5525,105,7,11,4,16,10
S5526,28,18,4,15,70,15
S5527,42,31,13,1,100,10
S5528,66,18,10,11,89,11
S5529,27,29,10,4,48,5
S5530,36,22,8,13,89,2
S5531,71,5,5,18,61,19
S5532,15,3,2,5,31,14
S5533,138,12,13,14,33,1
S5534,58,15,15,22,95,0
S5535,74,4,4,17,38,19
S5536,128,13,4,2,38,0
S5537,38,6,9,0,24,20
S5538,83,0,13,2,95,20
S5539,147,38,12,14,83,13
S5540,101,11,2,21,34,11
S5541,63,4,14,4,41,6
S5542,14,23,5,10,91,15
S5543,47,14,2,17,47,8
S5544,96,38,11,16,27,19
S5545,110,1,0,18,14,2
S5546,46,23,7,25,16,19
S5547,53,12,15,14,35,12
S5548,137,5,15,7,41,5
S5549,36,11,12,0,55,10
S5550,60,39,0,22,98,11
S5551,142,5,13,8,63,17
S5552,9,8,10,11,15,2
S5553,144,15,0,1,76,16
S5554,29,6,3,1,44,14
S5555,85,12,8,20,94,19
S5556,49,6,7,10,84,20
S5557,144,27,11,3,47,3
S5558,143,35,1,25,98,17
S5559,124,14,1,24,51,14
S5560,21,0,13,20,89,10
S5561,79,0,7,0,83,13
S5562,17,26,2,22,17,4
S5563,121,10,15,11,39,16
S5564,1,39,2,13,90,13
S5565,96,37,15,24,92,1
S5566,13,23,11,22,18,8
S5567,141,24,9,14,69,11
S5568,88,30,6,22,9,13
S5569,149,9,15,5,49,4
S5570,77,21,15,20,25,6
S5571,127,22,2,19,1,20
S5572,136,10,3,10,70,8
S5573,66,19,2,1,11,15
S5574,74,21,11,17,21,1
S5575,38,18,6,23,42,1
S5576,51,16,7,17,35,4
S5577,96,0,4,11,60,5
S5578,38,37,4,17,45,10
S5579,128,23,4,8,5,10
S5580,74,9,12,5,50,13
S5581,134,25,12,21,79,20
S5582,134,29,5,18,13,16
S5583,133,36,1,11,63,9
S5584,107,5,8,20,27,5
S5585,142,0,0,16,78,4
S5586,134,27,0,1,56,9
S5587,110,10,12,0,95,15
S5588,122,10,1,7,7,0
S5589,65,24,14,6,46,11
S5590,136,21,12,7,16,8
S5591,108,17,11,1,78,16
S5592,90,1,9,25,55,20
S5593,5,38,15,7,8,10
S5594,108,4,13,15,17,5
S5595,98,19,6,8,11,1
S5596,26,32,14,1,78,8
S5597,93,6,6,21,62,2
S5598,134,39,7,1,56,8
S5599,102,1,15,19,90,4
S5600,118,15,15,15,73,1
S5601,104,2,10,12,45,14
S5602,103,0,3,1,52,12
S5603,39,26,13,19,19,4
S5604,122,2,6,6,13,3
S5605,87,24,14,12,47,10
S5606,131,39,2,11,37,9
S5607,2,13,13,23,13,1
S5608,54,6,14,14,81,15
S5609,29,4,13,12,7,19
S5610,78,39,8,9,42,5
S5611,69,25,10,19,27,9
S5612,13,27,2,20,29,6
S5613,88,13,4,10,4,4
S5614,103,6,15,2,3,8
S5615,53,4,12,17,61,9
S5616,62,7,4,25,3,12
S5617,111,16,10,15,24,6
S5618,89,13,8,1,70,14
S5619,142,7,7,22,17,12
S5620,118,33,12,20,53,8
S5621,72,24,2,16,5,19
S5622,32,20,15,21,27,5
S5623,82,1,10,4,9,20
S5624,6,0,8,22,99,8
S5625,81,11,13,17,33,15
S5626,55,20,1,1,9,13
S5627,91,17,14,11,66,8
S5628,75,16,13,25,80,9
S5629,119,30,5,16,69,6
S5630,119,23,4,5,97,7
S5631,142,31,7,12,19,17
S5632,107,20,1,21,39,0
S5633,126,1,2,12,8,9
S5634,97,37,0,0,37,10
S5635,16,19,5,23,44,1
S5636,67,17,0,2,67,18
S5637,72,25,0,19,96,12
S5638,87,19,14,8,99,3
S5639,27,17,2,5,2,15
S5640,101,22,2,15,54,17
S5641,14,26,14,23,71,8
S5642,46,0,13,22,58,5
S5643,99,32,3,25,98,9
S5644,60,28,6,4,73,20
S5645,0,34,8,22,18,4
S5646,91,16,11,25,42,5
S5647,16,38,4,8,97,12
S5648,67,9,7,14,63,6
S5649,141,25,5,18,53,5
S5650,101,35,4,17,7,0
S5651,131,28,0,2,62,18
S5652,52,30,0,1,63,12
S5653,31,1,13,8,59,6
S5654,38,31,8,25,20,16
S5655,32,0,0,3,7,9
S5656,57,28,14,3,26,7
S5657,15,16,2,22,51,5
S5658,129,28,6,24,7,18
S5659,132,35,8,20,30,10
S5660,2,17,8,12,74,1
S5661,143,23,0,0,14,8
S5662,41,9,4,24,34,0
S5663,129,16,15,2,59,20
S5664,125,30,0,8,49,12
S5665,28,18,13,5,47,10
S5666,125,0,8,13,57,1
S5667,15,31,0,12,70,5
S5668,120,18,9,10,24,6
S5669,141,24,14,2,52,1
S5670,60,18,10,21,52,2
S5671,64,21,13,2,65,13
S5672,133,7,8,15,29,19
S5673,89,17,10,4,78,1
S5674,125,33,4,8,66,19
S5675,72,16,9,3,99,10
S5676,80,24,7,19,9,5
S5677,97,30,1,4,60,16
S5678,48,23,0,21,77,10
S5679,23,31,8,4,70,6
S5680,146,32,3,13,3,17
S5681,29,17,8,18,27,18
S5682,16,22,14,17,78,4
S5683,134,11,1,12,26,17
S5684,34,15,12,8,64,1
S5685,141,4,7,17,99,1
S5686,39,17,10,4,28,13
S5687,35,3,0,12,40,15
S5688,109,1,2,18,63,11
S5689,5,15,11,22,30,14
S5690,7,39,1,12,20,9
S5691,36,38,8,22,79,10
S5692,5,24,10,14,42,14
S5693,84,34,5,23,34,1
S5694,103,4,3,18,3,3
S5695,12,20,8,6,99,3
S5696,117,5,2,7,98,1
S5697,93,8,3,20,43,16
S5698,32,7,14,18,92,10
S5699,22,1,8,21,100,1
S5700,9,13,10,16,39,18
S5701,55,33,5,20,7,6
S5702,110,9,2,22,50,16
S5703,48,30,4,17,80,7
S5704,89,13,7,3,64,6
S5705,3,5,12,21,9,1
S5706,96,34,9,7,6,15
S5707,106,7,13,25,94,20
S5708,32,28,11,11,39,11
S5709,40,11,2,8,60,3
S5710,95,37,12,12,3,2
S5711,47,28,3,19,70,18
S5712,145,17,6,13,17,17
S5713,0,2,0,2,9,5
S5714,105,0,12,16,18,10
S5715,26,3,3,1,69,16
S5716,141,20,3,10,38,15
S5717,141,37,7,9,90,19
S5718,7,37,5,9,24,5
S5719,85,15,6,18,38,0
S5720,61,23,4,10,69,19
S5721,9,39,4,8,68,14
S5722,31,36,11,8,89,16
S5723,2,29,13,0,94,4
S5724,47,2,8,9,91,7
S5725,116,29,1,25,25,1
S5726,132,26,3,24,91,16
S5727,65,32,3,11,26,14
S5728,65,31,15,19,92,9
S5729,25,24,3,5,64,7
S5730,3,34,5,5,4,8
S5731,72,40,1,21,49,11
S5732,28,13,5,1,77,13
S5733,125,2,15,14,36,0
S5734,38,5,6,21,27,5
S5735,52,40,3,12,88,8
S5736,121,18,2,9,89,5
S5737,119,35,4,11,82,17
S5738,82,20,11,4,32,5
S5739,119,30,4,3,46,18
S5740,89,17,1,6,34,18
S5741,24,16,6,22,77,19
S5742,10,37,1,13,34,16
S5743,106,29,12,17,72,7
S5744,101,30,5,25,50,10
S5745,36,32,6,19,49,4
S5746,101,37,6,14,47,8
S5747,139,11,1,12,33,16
S5748,30,37,3,5,34,17
S5749,17,21,7,16,58,19
S5750,123,8,9,16,4,4
S5751,20,1,12,8,24,2
S5752,133,37,0,7,19,11
S5753,117,17,3,8,20,14
S5754,94,30,11,23,63,14
S5755,65,25,7,9,26,5
S5756,146,19,15,0,39,15
S5757,148,19,15,25,27,16
S5758,96,37,14,17,39,2
S5759,85,6,2,14,92,4
S5760,131,17,0,11,47,11
S5761,70,25,11,11,96,20
S5762,92,29,4,22,16,2
S5763,134,27,6,19,77,4
S5764,143,21,3,24,1,20
S5765,96,33,4,1,30,6
S5766,99,22,10,24,81,3
S5767,145,22,5,1,46,5
S5768,81,6,6,24,91,16
S5769,133,14,15,19,45,3
S5770,93,14,4,8,25,5
S5771,144,40,3,4,54,12
S5772,146,26,13,24,4,17
S5773,33,32,15,9,34,4
S5774,24,18,5,3,33,19
S5775,52,20,3,22,2,1
S5776,83,21,15,17,67,16
S5777,98,5,12,8,79,7
S5778,47,15,7,21,75,12
S5779,34,40,11,24,74,6
S5780,47,12,11,17,18,2
S5781,79,4,10,10,5,20
S5782,35,4,2,1,55,14
S5783,144,31,5,14,24,7
S5784,67,1,13,4,65,19
S5785,81,29,4,0,84,20
S5786,85,21,2,12,94,16
S5787,15,22,2,25,3,10
S5788,67,14,12,5,7,10
S5789,130,17,11,18,72,13
S5790,26,26,3,24,72,5
S5791,132,3,11,19,96,1
S5792,64,10,14,1,18,9
S5793,120,10,7,12,22,0
S5794,57,40,12,23,77,16
S5795,42,31,6,2,64,7
S5796,94,24,5,22,48,1
S5797,135,13,10,20,69,6
S5798,36,0,4,6,12,6
S5799,41,3,9,24,27,16
S5800,109,3,3,4,1,10
S5801,74,33,2,3,65,14
S5802,118,26,11,5,86,14
S5803,0,13,1,13,50,6
S5804,61,36,13,7,95,15
S5805,67,34,9,7,48,2
S5806,85,26,9,6,57,17
S5807,142,8,5,24,36,14
S5808,1,26,0,25,80,13
S5809,21,14,15,9,14,20
S5810,88,40,14,0,63,17
S5811,48,6,8,25,19,3
S5812,113,2,2,10,65,20
S5813,21,9,3,6,68,17
S5814,122,16,13,24,76,4
S5815,76,6,8,7,62,2
S5816,48,22,11,11,36,16
S5817,57,33,15,22,7,15
S5818,58,7,14,13,64,1
S5819,52,0,6,23,81,14
S5820,142,2,6,19,10,19
S5821,43,36,1,7,80,11
S5822,27,19,13,14,10,5
S5823,110,20,3,23,2,4
S5824,60,32,13,18,2,4
S5825,12,7,5,2,21,6
S5826,17,15,1,20,90,1
S5827,100,23,14,15,81,4
S5828,61,33,9,20,65,18
S5829,2,7,11,11,13,8
S5830,82,34,6,0,4,17
S5831,73,27,12,14,62,4
S5832,86,6,9,25,88,8
S5833,44,2,10,1,86,16
S5834,103,29,1,15,91,11
S5835,14,34,1,21,48,7
S5836,8,15,13,0,63,3
S5837,91,1,5,18,32,12
S5838,59,6,10,25,2,16
