student_id,age,education_level,country,course_category,course_difficulty,total_login_days,avg_session_time_min,total_study_time_min,last_login_days_ago,videos_watched,quizzes_attempted,assignments_submitted,progress_percent,final_exam_score,payment_amount,consistent_weekly_study,dropout
S5216,27,PG,UK,Business,Intermediate,21,10,5550,2,143,22,0,41,51,300,0,0
S5217,37,PG,Canada,Science,Intermediate,53,52,2403,57,127,2,13,26,48,100,1,0
S5218,44,Diploma,Canada,Business,Beginner,44,32,2806,6,103,18,6,45,61,200,1,0
S5219,29,PG,USA,Business,Advanced,10,67,589,17,65,39,6,38,50,200,1,0
S5220,29,School,Australia,Science,Intermediate,28,27,5621,26,30,8,8,58,61,300,0,0
S5221,19,UG,India,Science,Beginner,16,78,3629,50,146,38,12,56,58,100,1,0
S5222,19,School,India,Coding,Advanced,72,61,4029,55,88,3,14,77,52,100,1,0
S5223,29,Diploma,USA,Coding,Advanced,68,35,3124,47,143,21,11,52,69,0,0,1
S5224,18,School,USA,Science,Intermediate,86,85,3687,58,67,28,14,40,67,0,0,0
S5225,36,School,India,Science,Intermediate,46,34,5284,0,118,14,9,42,75,0,1,0
S5226,23,UG,USA,Science,Intermediate,52,58,1972,50,129,24,11,81,53,200,0,0
S5227,38,School,Canada,Science,Intermediate,91,10,4706,4,69,1,4,67,76,0,1,1
S5228,31,UG,Canada,Business,Beginner,64,18,698,23,129,12,4,100,46,300,1,0
S5229,35,PG,UK,Business,Advanced,12,83,560,53,57,1,2,31,36,300,0,1
S5230,27,UG,Australia,Science,Beginner,39,20,2562,7,48,20,3,60,77,100,1,0
S5231,39,Diploma,Australia,Science,Beginner,97,56,274,36,81,0,5,2,72,200,1,0
S5232,27,UG,India,Business,Intermediate,33,33,826,2,35,16,7,31,69,100,0,0
S5233,36,School,UK,Business,Advanced,92,78,3996,58,59,0,9,8,75,0,0,1
S5234,43,Diploma,UK,Science,Beginner,28,70,5207,58,62,4,4,47,44,300,1,0
S5235,31,UG,Canada,Science,Beginner,30,30,5915,34,53,31,11,19,61,0,0,0
S5236,20,PG,India,Science,Intermediate,38,38,635,51,3,37,12,28,82,100,0,1
S5237,27,PG,India,Science,Beginner,95,48,2989,39,110,27,5,12,48,200,1,0
S5238,45,Diploma,Australia,Coding,Advanced,30,35,3936,17,50,33,0,60,47,0,1,0
S5239,39,UG,Canada,Science,Beginner,16,44,5848,6,87,4,13,32,42,300,1,0
S5240,21,School,Australia,Business,Advanced,22,38,4563,39,107,39,2,27,29,200,1,1
S5241,29,PG,UK,Science,Intermediate,29,24,3865,6,150,1,0,21,69,0,0,0
S5242,37,PG,UK,Science,Intermediate,40,24,3789,15,36,24,11,34,60,100,0,1
S5243,43,School,USA,Science,Intermediate,96,75,3778,56,115,10,9,92,69,300,1,0
S5244,35,PG,India,Science,Advanced,97,44,297,24,64,19,8,20,88,200,1,0
S5245,45,UG,UK,Coding,Beginner,22,40,1901,33,2,20,10,17,78,0,0,1
S5246,30,UG,USA,Science,Beginner,31,13,5300,53,138,18,3,7,35,300,0,1
S5247,32,Diploma,India,Business,Advanced,35,19,4640,1,148,8,7,26,53,100,0,0
S5248,40,PG,Australia,Business,Advanced,2,19,1537,34,39,34,3,93,47,200,0,0
S5249,34,PG,India,Science,Beginner,36,58,3091,18,137,22,14,50,70,300,0,0
S5250,36,Diploma,Australia,Business,Beginner,78,72,3254,30,88,9,0,24,83,200,1,0
S5251,36,School,Australia,Science,Beginner,10,42,5504,53,31,34,8,9,43,100,1,0
S5252,44,UG,UK,AI/ML,Intermediate,38,37,4430,9,38,1,0,7,51,0,1,0
S5253,33,UG,Canada,Coding,Advanced,98,88,5624,5,75,27,14,37,67,200,1,1
S5254,28,Diploma,Australia,Math,Beginner,6,90,5419,52,8,30,14,36,53,0,1,0
S5255,43,PG,UK,Business,Intermediate,18,85,2765,5,64,8,8,64,76,0,0,0
S5256,23,Diploma,UK,Business,Advanced,64,61,834,11,124,36,4,56,51,100,0,0
S5257,39,UG,USA,AI/ML,Beginner,91,25,1533,22,145,8,4,96,62,100,0,0
S5258,37,Diploma,USA,Business,Beginner,23,20,5180,14,35,3,4,95,32,200,1,0
S5259,28,Diploma,India,AI/ML,Beginner,72,73,4450,39,110,40,0,40,38,0,1,1
S5260,44,School,Canada,Science,Advanced,8,87,413,41,22,28,11,66,63,0,1,1
S5261,42,Diploma,Australia,Science,Intermediate,23,49,1043,57,21,29,10,37,38,100,0,0
S5262,21,PG,Canada,Business,Intermediate,23,34,1865,42,93,19,10,79,51,200,0,0
S5263,36,Diploma,USA,Science,Intermediate,97,27,5062,26,118,8,1,90,52,0,1,0
S5264,41,School,UK,Coding,Advanced,18,56,5684,48,48,33,6,83,92,300,1,1
S5265,32,UG,Australia,Business,Advanced,50,54,5498,29,80,29,11,8,79,300,0,1
S5266,27,Diploma,Canada,Science,Intermediate,67,73,1263,20,44,11,0,51,40,100,1,1
S5267,35,UG,USA,Science,Beginner,98,19,3124,17,123,31,9,76,92,300,1,0
S5268,20,Diploma,USA,Science,Intermediate,23,63,4017,52,27,23,6,21,53,100,0,0
S5269,30,School,Canada,AI/ML,Beginner,43,37,464,23,95,24,8,77,71,200,1,1
S5270,25,School,UK,Science,Beginner,50,20,4149,36,114,0,2,94,72,0,1,0
S5271,25,School,India,Business,Advanced,32,29,1774,39,18,8,6,24,75,100,1,1
S5272,32,UG,Canada,Science,Beginner,81,79,4091,14,59,32,2,32,67,0,1,0
S5273,36,School,Australia,Science,Beginner,61,76,3288,50,123,33,8,60,90,100,1,0
S5274,25,PG,USA,Business,Advanced,17,30,2639,18,110,29,2,9,80,200,1,0
S5275,44,School,Australia,Science,Intermediate,75,42,3679,14,87,0,2,58,62,300,1,0
S5276,34,Diploma,Australia,Business,Beginner,25,23,4351,44,103,36,10,1,73,300,1,1
S5277,18,UG,Australia,Science,Beginner,25,82,5280,54,32,23,14,54,83,200,1,0
S5278,36,School,Australia,Coding,Advanced,66,35,1914,9,121,15,1,77,44,0,1,0
S5279,30,UG,USA,AI/ML,Intermediate,94,36,278,36,143,2,5,57,40,200,0,0
S5280,28,Diploma,India,Science,Beginner,29,20,1127,45,101,19,2,35,47,200,0,0
S5281,34,Diploma,UK,Science,Intermediate,12,57,2813,19,89,30,15,28,41,300,1,0
S5282,20,UG,UK,Science,Advanced,83,37,3264,24,4,1,14,93,38,100,1,0
S5283,45,School,India,Business,Advanced,7,20,3450,6,118,21,4,85,61,200,0,0
S5284,18,Diploma,USA,Science,Beginner,97,40,225,53,22,27,1,99,85,0,1,0
S5285,37,PG,Australia,Science,Beginner,24,49,3743,48,64,3,0,21,38,0,1,1
S5286,29,Diploma,Canada,Science,Beginner,20,51,2063,42,59,28,4,28,33,300,0,1
S5287,28,PG,India,Coding,Advanced,17,35,1696,54,146,2,10,17,78,100,1,1
S5288,20,PG,India,Business,Advanced,21,86,1274,16,12,13,0,61,52,0,0,0
S5289,42,UG,UK,Business,Beginner,17,44,473,51,106,28,6,73,45,100,0,0
S5290,18,PG,Australia,AI/ML,Beginner,64,52,4300,49,146,19,6,69,74,0,0,0
S5291,38,School,USA,Science,Beginner,94,48,3272,43,2,11,10,33,83,300,0,0
S5292,18,Diploma,USA,AI/ML,Intermediate,55,26,5952,24,142,36,6,17,80,0,0,0
S5293,25,UG,USA,Coding,Beginner,22,87,2589,59,101,20,2,61,60,300,1,0
S5294,22,UG,UK,Business,Beginner,41,42,2792,34,96,4,9,13,96,200,0,0
S5295,31,School,USA,Math,Beginner,28,89,5403,12,74,31,8,58,64,200,1,0
S5296,38,PG,USA,Math,Beginner,93,37,3637,33,78,33,3,41,72,300,0,0
S5297,44,Diploma,USA,Business,Advanced,27,86,5921,44,68,8,4,87,53,300,1,0
S5298,41,Diploma,India,Business,Advanced,45,50,3477,7,92,14,3,62,60,200,1,1
S5299,22,Diploma,Canada,Science,Beginner,54,78,2373,34,126,10,11,85,77,0,0,0
S5300,30,UG,Australia,Science,Beginner,20,64,366,18,80,36,7,35,47,200,1,1
S5301,38,UG,UK,Coding,Beginner,48,35,2107,44,59,13,10,14,85,100,1,1
S5302,18,UG,UK,Science,Intermediate,86,43,5744,26,68,14,14,30,53,200,1,0
S5303,24,School,USA,Science,Beginner,93,47,5064,19,93,9,11,46,69,0,0,0
S5304,39,UG,Australia,Business,Intermediate,64,54,2351,47,68,36,2,38,77,200,1,1
S5305,21,School,Canada,Math,Beginner,15,83,5036,1,38,7,7,87,35,0,1,0
S5306,44,School,India,Coding,Beginner,13,42,4310,35,83,0,0,68,96,100,0,0
S5307,42,School,India,Business,Beginner,30,39,2985,29,99,10,7,97,51,100,1,0
S5308,44,School,Canada,Science,Intermediate,46,67,1747,33,82,7,14,18,77,300,0,0
S5309,29,School,India,Business,Advanced,33,38,1551,31,36,19,9,94,90,300,0,0
S5310,26,UG,UK,Coding,Advanced,7,83,1707,25,55,34,9,4,67,300,1,0
S5311,35,UG,Canada,Science,Beginner,72,48,368,32,44,12,4,44,77,200,1,0
S5312,44,Diploma,India,Science,Beginner,97,78,679,47,31,24,14,73,50,200,0,0
S5313,29,School,India,Business,Advanced,95,35,1351,13,59,39,15,92,88,100,1,0
S5314,44,UG,UK,Science,Beginner,69,31,1283,30,87,14,1,54,62,100,1,0
S5315,19,School,Australia,Business,Intermediate,89,64,5968,36,104,12,14,39,88,100,1,0
S5316,27,School,Canada,Science,Advanced,92,31,1327,12,134,19,6,0,84,200,1,0
S5317,21,PG,Australia,Business,Intermediate,43,46,4830,41,4,16,4,74,42,0,1,0
S5318,32,PG,USA,Science,Advanced,58,68,4262,4,3,9,1,37,71,200,1,0
S5319,26,Diploma,USA,AI/ML,Beginner,76,88,339,32,86,7,15,62,71,300,1,1
S5320,39,Diploma,India,Business,Intermediate,30,12,4584,22,38,19,13,50,61,200,1,1
S5321,27,PG,UK,Coding,Advanced,91,10,4668,52,30,1,1,95,73,200,1,0
S5322,31,Diploma,UK,Science,Beginner,89,66,4175,11,73,40,7,79,27,0,0,1
S5323,26,PG,India,Business,Advanced,91,11,693,59,132,25,5,26,30,200,1,1
S5324,43,School,Canada,Science,Advanced,65,70,1511,53,147,37,8,40,48,300,0,0
S5325,29,School,Australia,Science,Intermediate,91,32,4120,28,59,24,1,51,57,200,1,0
S5326,31,PG,Canada,Science,Intermediate,52,81,694,22,71,35,2,60,79,100,1,0
S5327,33,Diploma,Australia,Business,Advanced,69,34,4128,35,11,19,14,17,73,300,0,1
S5328,25,School,UK,Business,Intermediate,66,73,4999,33,139,33,1,35,23,200,0,1
S5329,37,PG,Australia,Science,Advanced,11,21,3053,33,53,28,15,21,56,300,0,1
S5330,25,UG,UK,Coding,Advanced,100,21,5727,60,95,23,13,83,64,300,0,0
S5331,25,PG,Canada,AI/ML,Beginner,97,83,3416,38,80,35,1,24,61,0,1,1
S5332,38,PG,Australia,Business,Advanced,46,71,1903,54,7,16,12,87,41,100,0,0
S5333,28,Diploma,UK,Business,Beginner,43,81,1506,21,41,16,5,26,76,200,1,0
S5334,31,PG,UK,AI/ML,Beginner,93,85,2097,30,49,13,11,58,38,0,0,0
S5335,34,Diploma,UK,Science,Beginner,92,43,633,39,45,35,3,13,53,300,1,1
S5336,24,School,USA,Science,Intermediate,47,71,362,19,131,22,13,23,79,200,0,0
S5337,18,PG,UK,Science,Advanced,63,19,2470,11,24,4,9,42,52,0,1,0
S5338,25,Diploma,USA,Business,Advanced,15,78,3855,20,109,32,10,64,40,100,1,0
S5339,22,UG,India,Business,Advanced,29,77,1453,43,95,11,4,79,88,300,0,0
S5340,29,School,Canada,Business,Advanced,13,52,795,28,148,27,8,70,40,100,0,0
S5341,39,School,Australia,Science,Intermediate,65,32,2899,47,42,19,1,41,56,0,1,0
S5342,22,School,India,Business,Beginner,19,61,3985,46,116,2,3,12,59,300,0,1
S5343,27,PG,UK,Math,Beginner,72,26,3079,52,47,19,6,25,49,100,1,1
S5344,24,School,Australia,Science,Intermediate,73,26,2818,50,147,18,12,33,71,100,0,1
S5345,35,School,Canada,Business,Intermediate,32,62,2614,44,137,16,9,55,31,300,1,0
S5346,36,Diploma,Australia,Science,Beginner,12,57,2268,5,91,33,6,29,81,200,1,0
S5347,26,School,India,Science,Beginner,16,54,632,21,67,4,11,51,75,0,0,0
S5348,19,School,Canada,Business,Advanced,47,82,2791,60,109,7,7,33,72,100,1,1
S5349,20,School,UK,Coding,Beginner,14,39,2272,20,26,16,5,27,80,100,1,1
S5350,25,PG,Australia,Business,Intermediate,90,51,4199,27,14,33,0,16,94,100,1,0
S5351,20,PG,Canada,Coding,Advanced,59,86,4403,37,20,8,1,7,47,100,0,0
S5352,37,School,India,Business,Intermediate,83,77,3751,4,14,35,0,16,79,100,0,0
S5353,19,UG,USA,Science,Beginner,50,36,3436,13,73,29,4,33,40,300,0,0
S5354,19,Diploma,USA,Science,Advanced,12,22,3543,23,52,8,9,69,33,300,0,0
S5355,42,PG,Canada,Science,Beginner,58,30,4888,37,2,9,4,79,97,0,0,0
S5356,20,Diploma,UK,Business,Intermediate,2,59,4025,40,70,30,13,52,96,300,0,1
S5357,43,School,Canada,Business,Advanced,33,45,5503,16,78,2,13,17,43,200,1,1
S5358,20,UG,India,Science,Intermediate,46,43,5835,31,55,18,1,47,70,300,0,0
S5359,36,UG,Canada,Business,Beginner,55,85,2399,37,70,12,3,54,62,200,1,0
S5360,26,Diploma,Australia,Business,Beginner,100,16,1291,45,123,26,2,2,53,300,1,1
S5361,28,PG,USA,AI/ML,Beginner,10,54,3757,60,3,3,10,66,45,200,0,0
S5362,32,School,UK,Science,Intermediate,62,84,3936,15,88,5,2,66,85,100,1,0
S5363,40,UG,Australia,Business,Intermediate,56,57,4925,13,85,16,10,24,75,0,0,1
S5364,32,UG,Australia,Science,Intermediate,85,73,222,25,73,10,1,9,55,200,0,1
S5365,35,PG,Australia,Business,Intermediate,93,15,3749,45,90,10,12,33,90,100,1,1
S5366,22,Diploma,USA,Science,Beginner,78,21,1465,49,106,31,11,84,32,0,0,1
S5367,34,Diploma,India,AI/ML,Beginner,77,31,3962,10,132,0,9,96,79,200,1,0
S5368,45,PG,Australia,Science,Beginner,78,81,2749,28,130,16,5,100,45,300,1,0
S5369,38,PG,India,Science,Beginner,10,38,5042,47,123,29,12,83,63,300,0,0
S5370,22,UG,Canada,Science,Beginner,100,84,2711,29,99,19,6,36,62,200,0,1
S5371,33,UG,USA,Science,Beginner,55,39,3065,18,81,7,7,45,53,300,0,0
S5372,43,School,USA,Business,Beginner,33,85,3743,56,132,39,8,72,78,200,1,0
S5373,28,School,India,Science,Beginner,50,21,5220,53,8,6,0,97,57,0,0,0
S5374,38,Diploma,Canada,Coding,Advanced,22,31,1186,48,104,9,10,52,92,200,0,0
S5375,22,Diploma,USA,Business,Advanced,71,85,3405,35,119,21,0,17,34,0,1,0
S5376,21,School,Canada,AI/ML,Beginner,87,61,4320,16,49,38,7,14,44,100,1,0
S5377,40,Diploma,Australia,Science,Intermediate,86,49,5621,39,112,24,1,74,27,200,1,0
S5378,32,PG,UK,Science,Advanced,81,71,3224,5,120,13,5,72,88,200,0,0
S5379,33,School,Canada,Science,Beginner,15,90,3035,57,118,27,10,100,80,0,1,0
S5380,34,UG,USA,Science,Beginner,89,38,4922,42,111,13,3,34,94,100,1,1
S5381,32,UG,Australia,Science,Beginner,48,77,4875,13,0,20,4,42,65,100,0,0
S5382,39,School,Canada,Business,Beginner,90,79,5055,11,145,7,11,46,49,100,0,0
S5383,27,UG,Australia,AI/ML,Intermediate,36,46,4661,21,18,32,6,81,60,100,1,0
S5384,36,Diploma,USA,Science,Intermediate,38,71,5049,47,69,22,9,17,61,200,0,1
S5385,42,Diploma,UK,Science,Intermediate,17,52,1954,28,103,40,13,65,64,0,1,0
S5386,29,UG,India,Science,Beginner,28,33,420,53,31,8,3,40,76,300,1,0
S5387,27,UG,USA,Science,Beginner,87,89,4650,29,33,29,1,92,88,0,0,0
S5388,20,PG,Australia,Coding,Advanced,81,29,5885,54,12,39,5,94,95,300,0,0
S5389,18,UG,Australia,AI/ML,Intermediate,38,82,5503,37,47,10,9,60,43,300,0,0
S5390,20,PG,Australia,Science,Advanced,97,86,2471,54,144,8,12,77,20,100,1,1
S5391,24,PG,UK,Science,Beginner,2,48,3058,33,114,16,6,28,49,200,1,1
S5392,28,PG,India,Business,Beginner,93,71,1806,27,133,33,7,25,30,300,0,0
S5393,25,PG,India,Science,Beginner,76,75,2013,31,36,27,12,2,40,300,0,0
S5394,44,PG,Canada,Science,Beginner,67,80,3848,16,41,15,13,41,65,200,0,1
S5395,20,UG,Australia,Business,Advanced,96,51,4613,48,76,36,14,41,79,200,0,1
S5396,28,PG,India,Science,Beginner,69,42,1435,30,52,36,8,96,49,300,0,0
S5397,20,Diploma,USA,Science,Beginner,92,34,3619,5,60,20,0,39,66,200,0,0
S5398,22,School,Canada,Coding,Advanced,2,36,2220,15,32,29,10,20,76,0,1,1
S5399,30,Diploma,Australia,Science,Beginner,81,86,1635,5,96,39,10,16,43,100,1,0
S5400,25,School,USA,Coding,Advanced,71,88,1212,50,117,9,6,50,42,0,0,0
S5401,32,PG,UK,Business,Beginner,79,21,4127,1,123,40,8,65,83,300,0,0
S5402,24,Diploma,UK,Science,Beginner,60,52,5745,5,139,33,6,44,64,200,0,1
S5403,34,UG,Australia,Science,Beginner,22,17,5289,3,74,25,5,75,41,0,1,0
S5404,28,PG,Canada,Science,Intermediate,21,41,3289,42,10,18,6,94,42,0,0,0
S5405,43,Diploma,Australia,Science,Beginner,57,56,4741,37,146,17,1,63,76,300,1,0
S5406,24,Diploma,Canada,Science,Beginner,16,58,5331,36,61,17,3,92,72,300,0,1
S5407,40,UG,Canada,Science,Beginner,42,12,1034,46,123,1,3,93,64,100,1,0
S5408,32,School,UK,Science,Beginner,10,56,4597,18,70,23,4,52,82,0,1,0
S5409,34,UG,Canada,Science,Beginner,74,52,5692,44,90,20,14,98,51,100,1,0
S5410,22,School,India,Coding,Advanced,98,44,1211,41,127,33,15,69,36,300,0,0
S5411,20,School,UK,Coding,Advanced,20,89,1439,1,83,16,15,21,53,300,1,0
S5412,31,Diploma,Canada,Coding,Advanced,12,54,5488,21,85,23,4,67,65,100,1,0
S5413,39,School,India,Business,Advanced,1,85,1874,15,132,26,3,62,47,200,1,0
S5414,29,Diploma,India,AI/ML,Intermediate,62,55,713,46,48,0,3,27,55,300,0,0
S5415,33,UG,UK,Science,Intermediate,25,83,3832,3,70,13,11,29,36,300,1,0
S5416,24,UG,USA,Science,Advanced,38,79,1589,20,68,6,7,26,60,0,0,1
S5417,32,UG,USA,Coding,Beginner,25,28,1691,31,88,19,0,10,89,100,1,1
S5418,19,School,UK,Business,Intermediate,62,52,4594,58,61,1,2,53,36,100,0,0
S5419,32,PG,Australia,Business,Advanced,49,87,5463,18,47,27,0,37,50,0,0,0
S5420,33,Diploma,India,Science,Beginner,99,23,848,21,65,10,11,71,47,0,1,0
S5421,27,PG,UK,Science,Intermediate,5,50,4762,11,132,1,2,0,70,200,1,0
S5422,22,Diploma,Canada,Science,Beginner,73,30,2503,7,56,9,11,84,37,300,0,0
S5423,31,School,UK,AI/ML,Beginner,11,12,1123,7,108,5,0,4,49,0,0,0
S5424,35,UG,UK,Science,Intermediate,52,17,779,28,4,21,9,57,48,200,0,0
S5425,26,PG,Australia,Science,Intermediate,100,10,1607,4,57,10,10,29,30,200,1,0
S5426,38,Diploma,Australia,Coding,Advanced,75,53,5606,57,45,30,14,84,35,100,0,0
S5427,26,PG,Canada,Science,Beginner,42,52,4527,21,28,6,10,3,70,100,0,0
S5428,32,PG,Australia,Science,Beginner,45,29,3267,58,91,29,5,10,31,100,1,1
S5429,24,UG,UK,Science,Beginner,12,21,3131,6,62,34,14,28,84,200,0,1
S5430,36,Diploma,Australia,Science,Intermediate,34,25,3608,25,4,25,9,55,24,300,0,0
S5431,32,UG,Canada,Science,Beginner,35,37,3848,20,115,27,9,86,48,300,1,0
S5432,32,School,India,AI/ML,Intermediate,99,66,2699,28,63,37,3,85,36,200,0,0
S5433,29,School,UK,Business,Beginner,96,23,5609,37,99,16,9,37,52,0,0,1
S5434,33,Diploma,Australia,Science,Intermediate,52,50,735,49,135,27,10,49,84,300,0,1
S5435,42,PG,Canada,Science,Intermediate,53,90,378,21,80,32,5,87,55,300,1,0
S5436,32,Diploma,USA,Science,Advanced,9,81,3858,57,37,21,14,14,64,300,1,1
S5437,43,UG,India,Science,Advanced,6,63,4095,7,28,10,13,100,62,200,0,0
S5438,44,Diploma,USA,Business,Advanced,20,71,575,58,116,31,11,31,45,0,0,0
S5439,31,School,Canada,Science,Intermediate,57,66,4028,51,96,29,3,41,70,100,0,0
S5440,41,UG,USA,Business,Advanced,35,80,4551,17,99,40,2,89,54,200,0,0
S5441,35,PG,Canada,Business,Beginner,15,63,227,27,13,21,11,71,82,200,1,0
S5442,34,PG,Australia,Science,Beginner,25,56,3662,59,3,4,2,47,39,0,1,0
S5443,21,UG,Australia,Science,Beginner,13,82,3503,37,2,8,5,7,30,300,0,1
S5444,44,PG,Australia,Business,Advanced,35,50,3779,37,66,7,4,69,77,200,0,0
S5445,29,Diploma,UK,Science,Beginner,29,44,2821,14,147,18,7,42,38,300,1,1
S5446,30,Diploma,India,Science,Intermediate,20,13,854,7,18,18,9,79,79,100,1,0
S5447,40,Diploma,Australia,Business,Advanced,3,83,2001,45,99,30,2,87,55,100,0,0
S5448,44,Diploma,Canada,Coding,Advanced,92,25,5158,59,21,8,2,59,61,0,1,0
S5449,27,Diploma,UK,Science,Advanced,72,80,1588,43,28,11,10,40,57,200,1,0
S5450,24,Diploma,Canada,Business,Advanced,88,71,459,26,146,36,1,6,55,200,1,0
S5451,36,Diploma,India,Science,Intermediate,3,27,2868,23,23,11,1,56,83,200,0,0
S5452,21,PG,USA,Science,Beginner,90,43,5960,16,87,12,13,3,30,200,0,0
S5453,37,School,Australia,Science,Beginner,75,11,1875,51,101,39,12,33,54,200,1,1
S5454,45,School,Canada,Science,Beginner,81,69,3909,50,67,12,7,94,61,100,0,1
S5455,29,Diploma,Australia,Business,Beginner,13,75,3421,46,115,6,13,42,66,200,0,0
S5456,35,PG,India,Coding,Beginner,43,53,2502,21,86,32,10,9,96,0,0,0
S5457,38,Diploma,UK,Science,Advanced,66,86,592,11,41,19,13,57,81,200,0,1
S5458,39,UG,Australia,Business,Intermediate,85,72,4555,31,150,15,7,29,41,300,1,0
S5459,31,PG,USA,Business,Beginner,11,37,3451,7,141,24,12,21,67,100,1,0
S5460,36,PG,UK,Science,Intermediate,66,84,1192,16,129,29,1,93,82,100,0,0
S5461,40,UG,Australia,Business,Beginner,5,56,5853,8,78,10,2,84,54,300,1,0
S5462,27,PG,Canada,Business,Beginner,62,67,3158,35,111,16,15,3,28,200,1,0
S5463,35,UG,Australia,Business,Beginner,95,59,3405,53,92,33,12,93,63,0,1,0
S5464,21,School,UK,Science,Beginner,23,26,3718,22,124,11,13,59,72,0,1,1
S5465,27,UG,UK,Science,Intermediate,91,78,4038,51,139,19,9,16,79,100,1,0
S5466,36,PG,India,Coding,Beginner,5,10,3896,56,150,12,9,54,94,200,1,0
S5467,43,Diploma,India,Business,Advanced,36,23,1871,56,27,13,12,35,89,0,0,1
S5468,36,Diploma,USA,Business,Intermediate,10,14,3906,6,39,28,8,10,53,100,0,0
S5469,30,PG,Australia,Business,Beginner,2,31,3934,35,32,19,14,85,86,0,0,0
S5470,37,UG,USA,AI/ML,Beginner,12,62,1353,6,28,28,6,5,50,0,1,0
S5471,28,Diploma,USA,Coding,Advanced,90,10,5604,31,98,32,5,47,66,100,0,0
S5472,28,School,USA,Science,Beginner,14,22,1820,57,45,9,3,19,45,0,0,1
S5473,20,Diploma,Australia,Coding,Beginner,36,56,4886,3,89,1,6,24,73,100,0,0
S5474,44,School,USA,AI/ML,Beginner,81,49,1219,28,98,22,0,11,33,200,1,0
S5475,18,Diploma,Australia,Business,Intermediate,74,17,4684,58,67,32,0,19,79,300,0,1
S5476,31,UG,Australia,Science,Advanced,74,11,4053,57,69,33,3,59,69,0,1,0
S5477,25,School,USA,Business,Intermediate,95,10,4717,45,128,38,14,9,81,0,0,0
S5478,37,PG,India,Science,Advanced,83,38,2200,30,81,21,8,57,32,0,1,1
S5479,30,School,USA,Coding,Advanced,50,27,4073,35,145,8,8,63,56,300,0,0
S5480,41,Diploma,USA,AI/ML,Beginner,33,10,4682,8,117,4,7,61,37,200,0,0
S5481,29,Diploma,USA,Science,Beginner,25,66,1358,37,55,34,1,76,60,300,1,1
S5482,26,School,UK,AI/ML,Beginner,97,35,2038,23,131,32,10,69,74,0,0,0
S5483,27,Diploma,India,Science,Advanced,82,77,2045,24,106,22,8,100,40,200,0,0
S5484,18,UG,USA,Science,Beginner,31,10,5582,23,142,29,2,71,88,200,1,0
S5485,27,PG,Canada,Science,Beginner,58,56,1496,42,67,6,14,93,49,300,0,1
S5486,42,Diploma,India,Science,Advanced,52,16,1332,56,65,12,7,44,52,200,1,0
S5487,37,UG,India,AI/ML,Intermediate,17,67,673,55,104,9,7,4,46,200,1,1
S5488,21,UG,UK,Business,Intermediate,3,10,5403,22,74,33,5,19,78,100,1,0
S5489,18,Diploma,USA,Science,Intermediate,3,59,1678,18,144,24,2,63,62,200,0,0
S5490,22,PG,Australia,Science,Intermediate,58,39,757,22,60,21,5,92,42,0,0,0
S5491,19,UG,Australia,Coding,Beginner,94,88,4021,3,20,19,2,31,39,0,1,0
S5492,21,School,USA,Science,Advanced,83,65,5060,32,7,1,15,87,87,100,0,0
S5493,30,Diploma,Australia,AI/ML,Beginner,93,45,4159,29,13,34,7,16,71,300,0,0
S5494,40,Diploma,USA,Science,Intermediate,24,33,3809,2,61,1,0,83,33,0,0,1
S5495,19,Diploma,UK,Science,Beginner,57,70,2336,2,108,21,15,60,79,300,1,0
S5496,20,UG,Australia,Science,Beginner,93,51,280,53,59,11,6,25,74,200,0,0
S5497,36,School,Australia,Science,Intermediate,45,82,1609,29,124,7,11,87,51,100,1,1
S5498,19,Diploma,India,Science,Intermediate,60,81,4466,11,53,12,1,84,86,200,1,0
S5499,41,School,USA,Business,Advanced,21,79,4067,34,9,2,6,80,53,100,0,0
S5500,44,UG,USA,Business,Advanced,93,77,800,10,150,37,11,35,53,0,0,0
S5501,23,School,USA,Business,Advanced,77,64,4073,46,18,24,8,43,30,100,1,0
S5502,32,PG,USA,AI/ML,Beginner,21,73,527,12,97,36,0,29,78,300,0,0
S5503,23,School,USA,Coding,Advanced,47,88,4582,49,43,15,8,44,41,200,1,0
S5504,39,UG,UK,Science,Beginner,88,67,5546,17,32,28,13,53,68,0,0,0
S5505,36,Diploma,India,Science,Advanced,49,22,4595,28,104,24,5,14,79,100,1,0
S5506,25,School,India,Business,Intermediate,34,46,1692,5,119,4,0,72,88,300,0,0
S5507,39,Diploma,Canada,Science,Intermediate,3,40,5385,28,137,36,14,85,50,200,0,0
S5508,32,Diploma,Australia,Business,Beginner,47,60,2834,49,118,5,12,85,30,0,0,0
S5509,20,PG,Canada,AI/ML,Beginner,74,61,5224,56,125,37,0,82,93,100,0,1
S5510,38,Diploma,USA,AI/ML,Beginner,78,19,1260,56,37,23,15,62,53,0,0,0
S5511,35,UG,UK,Business,Beginner,20,83,1203,52,132,1,9,70,59,300,0,0
S5512,22,UG,Australia,Science,Beginner,60,12,269,3,47,10,11,78,71,200,0,0
S5513,33,Diploma,Australia,Business,Intermediate,40,40,3976,53,70,14,6,78,51,300,1,0
S5514,19,PG,India,Science,Beginner,56,80,5419,6,87,13,15,62,83,0,0,0
S5515,21,Diploma,UK,Science,Beginner,94,36,3108,24,99,38,7,49,52,100,0,0
S5516,24,Diploma,India,Science,Beginner,52,24,4698,41,22,7,13,42,86,100,0,0
